property_id,dwelling_subclass,zoning_type,lot_frontage_ft,lot_area_sq_ft,street_type,alley_type,lot_shape,land_contour,utilities,lot_configuration,land_slope,neighborhood,condition_1,condition_2,dwelling_type,dwelling_style,overall_quality_rating,overall_condition_rating,year_built,year_remod_add,roof_style,roof_material,exterior_type_1,exterior_type_2,masonry_veneer_type,masonry_veneer_area_sq_ft,exterior_quality_rating,exterior_condition_rating,foundation_type,bsmt_quality_rating,bsmt_condition_rating,bsmt_exposure_rating,bsmt_fin_type_1_rating,bsmt_fin_type_1_sq_ft,bsmt_fin_type_2_rating,bsmt_fin_type_2_sq_ft,bsmt_unf_sq_ft,total_bsmt_sq_ft,heating_type,heating_quality_rating,has_central_air,electrical_system_type,first_flr_sq_ft,second_flr_sq_ft,low_quality_fin_sq_ft,gr_living_area_sq_ft,bsmt_full_bath_count,bsmt_half_bath_count,full_bath_count,half_bath_count,bedroom_abv_grd_count,kitchen_abv_grd_count,kitchen_quality_rating,room_abv_grd_count,functionality_type,fireplace_count,fireplace_quality_rating,garage_type,garage_finish_rating,garage_car_count,garage_area_sq_ft,garage_quality_rating,garage_condition_rating,paved_drive_type,wood_deck_sq_ft,open_porch_sq_ft,enclosed_porch_sq_ft,three_season_porch_sq_ft,screen_porch_sq_ft,pool_area_sq_ft,pool_quality_rating,fence_quality_rating,misc_feature,misc_value,month_sold,year_sold,sale_type,sale_condition,sale_price,longitude,latitude
0527375100,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,9373,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,Gtl,Northwest_Ames,PosN,Norm,OneFam,One_Story,Average,Good,1975,1975,Gable,CompShg,HdBoard,HdBoard,BrkFace,161,Typical,Typical,CBlock,Good,Typical,Av,ALQ,1333,LwQ,168,120,1621,GasA,Typical,Y,SBrkr,1621,0,0,1621,1,0,2,0,3,1,Typical,7,Typ,2,Fair,Attchd,RFn,2,478,Typical,Typical,Paved,0,0,0,0,490,0,No_Pool,No_Fence,,0,6,2009,WD ,Normal,213000,-93.632915,42.053166
0527375180,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,78,10140,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northwest_Ames,Norm,Norm,OneFam,One_Story,Above_Average,Above_Average,1974,1974,Hip,CompShg,Plywood,Plywood,BrkFace,196,Typical,Typical,CBlock,Typical,Typical,No,ALQ,888,Unf,0,228,1116,GasA,Excellent,Y,SBrkr,1116,0,0,1116,1,0,2,0,3,1,Typical,6,Typ,1,Typical,Attchd,RFn,2,528,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,Good_Wood,,0,4,2009,WD ,Normal,167900,-93.632178,42.052355
0527375210,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,85,11050,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,Gtl,Northwest_Ames,Norm,Norm,OneFam,One_Story,Good,Average,1975,1975,Gable,CompShg,Plywood,Plywood,,0,Typical,Typical,CBlock,Typical,Typical,No,ALQ,636,Unf,0,540,1176,GasA,Fair,Y,SBrkr,1193,0,0,1193,0,0,2,0,3,1,Typical,5,Typ,1,Typical,Attchd,Unf,2,506,Typical,Typical,Paved,40,0,0,0,0,0,No_Pool,No_Fence,,0,8,2009,WD ,Normal,158000,-93.630253,42.052448
0527376100,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,78,10140,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northwest_Ames,Norm,Norm,OneFam,One_Story,Above_Average,Average,1974,1974,Hip,CompShg,HdBoard,HdBoard,BrkFace,174,Typical,Typical,CBlock,Good,Typical,No,Unf,0,Unf,0,1064,1064,GasA,Typical,Y,SBrkr,1350,0,0,1350,0,0,2,0,3,1,Typical,7,Typ,1,Typical,Attchd,RFn,2,478,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,Minimum_Privacy,,0,8,2009,WD ,Normal,165000,-93.631432,42.05267
0527378140,Split_or_Multilevel,Residential_Low_Density,0,10448,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,Gtl,Northwest_Ames,Norm,Norm,OneFam,SLvl,Above_Average,Above_Average,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,333,Typical,Typical,CBlock,Typical,Typical,No,Unf,0,Unf,0,689,689,GasA,Typical,Y,SBrkr,1378,741,0,2119,0,0,2,1,3,1,Typical,7,Typ,1,Typical,Attchd,RFn,2,583,Typical,Typical,Paved,0,104,0,0,0,0,No_Pool,Good_Privacy,,0,8,2009,COD,Abnorml,158000,-93.631791,42.04891
0527401160,Duplex_All_Styles_and_Ages,Residential_Low_Density,60,9000,Pave,No_Alley_Access,Regular,Lvl,AllPub,FR2,Gtl,North_Ames,Norm,Norm,Duplex,Two_Story,Average,Average,1974,1974,Gable,CompShg,VinylSd,VinylSd,,0,Typical,Typical,CBlock,Good,Typical,No,Unf,0,Unf,0,896,896,GasA,Typical,Y,SBrkr,896,896,0,1792,0,0,2,2,4,2,Typical,8,Typ,0,No_Fireplace,No_Garage,No_Garage,0,0,No_Garage,No_Garage,Paved,32,45,0,0,0,0,No_Pool,No_Fence,,0,9,2009,WD ,Normal,136000,-93.625856,42.056398
0527402220,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,8750,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Average,Above_Average,1970,1970,Gable,CompShg,MetalSd,MetalSd,BrkFace,76,Typical,Typical,CBlock,Typical,Typical,No,BLQ,828,Unf,0,174,1002,GasA,Typical,Y,SBrkr,1002,0,0,1002,1,0,1,0,3,1,Typical,5,Typ,0,No_Fireplace,Detchd,Unf,2,902,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,Minimum_Privacy,,0,8,2009,WD ,Normal,148500,-93.626554,42.054626
0527403040,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,61,7930,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Above_Average,Very_Good,1969,2005,Gable,CompShg,Plywood,Plywood,,0,Typical,Typical,CBlock,Typical,Typical,No,GLQ,439,LwQ,472,115,1026,GasA,Good,Y,SBrkr,1026,0,0,1026,1,0,1,0,3,1,Good,5,Typ,0,No_Fireplace,Detchd,RFn,2,440,Typical,Typical,Paved,171,48,0,0,0,0,No_Pool,No_Fence,,0,7,2009,WD ,Normal,156000,-93.628707,42.055228
0527404020,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,7830,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Average,Average,1970,1970,Gable,CompShg,HdBoard,HdBoard,,0,Typical,Typical,CBlock,Typical,Typical,No,Unf,0,Unf,0,1180,1180,GasA,Typical,Y,SBrkr,1180,0,0,1180,0,0,1,1,2,1,Typical,6,Typ,0,No_Fireplace,Attchd,RFn,2,477,Typical,Typical,Paved,0,45,0,0,0,0,No_Pool,No_Fence,,0,3,2009,COD,Normal,128000,-93.626603,42.055184
0527404030,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,8510,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Average,Good,1971,1971,Gable,CompShg,Plywood,Plywood,BrkFace,178,Typical,Typical,CBlock,Good,Typical,No,ALQ,500,Unf,0,543,1043,GasA,Excellent,Y,SBrkr,1050,0,0,1050,1,0,1,1,3,1,Typical,6,Typ,0,No_Fireplace,Attchd,Unf,1,336,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,,0,7,2009,WD ,Normal,143000,-93.62655,42.055154
0527405130,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,60,7038,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Below_Average,Above_Average,1970,1970,Gable,CompShg,VinylSd,VinylSd,,0,Typical,Typical,CBlock,Typical,Typical,No,ALQ,726,Unf,0,138,864,GasA,Typical,Y,SBrkr,864,0,0,864,1,0,1,0,3,1,Typical,5,Typ,0,No_Fireplace,Detchd,Unf,2,576,Typical,Typical,Paved,210,0,0,0,0,0,No_Pool,Good_Privacy,,0,9,2009,WD ,Abnorml,76500,-93.627037,42.05337
0527405160,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,60,6960,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Below_Average,Above_Average,1970,1970,Gable,CompShg,HdBoard,Plywood,,0,Typical,Typical,CBlock,Typical,Typical,No,ALQ,375,BLQ,239,250,864,GasA,Typical,Y,SBrkr,864,0,0,864,0,0,1,0,3,1,Good,5,Typ,0,No_Fireplace,Detchd,Unf,2,660,Typical,Typical,Paved,96,0,0,0,0,0,No_Pool,No_Fence,Shed,500,11,2009,WD ,Normal,120500,-93.625657,42.053306
0527405180,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,70,8120,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Below_Average,Good,1970,1970,Gable,CompShg,MetalSd,MetalSd,,0,Typical,Good,CBlock,Typical,Typical,No,ALQ,191,Unf,0,673,864,GasA,Excellent,Y,SBrkr,864,0,0,864,0,0,1,0,3,1,Typical,5,Typ,0,No_Fireplace,Detchd,Unf,2,463,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,,0,7,2009,WD ,Normal,124500,-93.625542,42.053307
0527425060,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,70,10500,Pave,No_Alley_Access,Regular,Lvl,AllPub,FR2,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Below_Average,Above_Average,1971,1971,Gable,CompShg,HdBoard,HdBoard,,0,Typical,Typical,CBlock,Typical,Typical,No,ALQ,524,LwQ,180,160,864,GasA,Good,Y,SBrkr,864,0,0,864,0,0,1,0,2,1,Typical,4,Typ,0,No_Fireplace,Detchd,Unf,2,576,Typical,Typical,Paved,216,0,0,0,0,0,No_Pool,No_Fence,,0,3,2009,WD ,Abnorml,97000,-93.6234986,42.0564419
0527425110,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,60,9000,Pave,No_Alley_Access,Regular,Lvl,AllPub,FR2,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Below_Average,Good,1971,2006,Gable,CompShg,VinylSd,VinylSd,,0,Typical,Good,CBlock,Typical,Typical,No,ALQ,240,Unf,0,624,864,GasA,Good,Y,SBrkr,864,0,0,864,0,0,1,0,3,1,Typical,5,Typ,0,No_Fireplace,Detchd,Unf,2,576,Typical,Typical,Paved,200,0,0,0,0,0,No_Pool,Good_Wood,,0,7,2009,WD ,Normal,130000,-93.6223289,42.056461
0527450280,Two_Story_PUD_1946_and_Newer,Residential_Medium_Density,21,1680,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Briardale,Norm,Norm,Twnhs,Two_Story,Above_Average,Average,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,504,Typical,Typical,CBlock,Typical,Typical,No,BLQ,254,Unf,0,229,483,GasA,Typical,Y,SBrkr,483,504,0,987,1,0,1,1,2,1,Typical,5,Typ,0,No_Fireplace,Detchd,Unf,1,264,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,,0,7,2009,WD ,Normal,111000,-93.627396,42.052758
0527451110,Two_Story_PUD_1946_and_Newer,Residential_Medium_Density,24,2368,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Briardale,Norm,Norm,TwnhsE,Two_Story,Average,Above_Average,1970,1970,Gable,CompShg,HdBoard,HdBoard,,312,Typical,Typical,CBlock,Typical,Typical,No,LwQ,765,Unf,0,0,765,GasA,Typical,Y,SBrkr,765,600,0,1365,0,0,1,1,3,1,Typical,7,Min1,0,No_Fireplace,Attchd,Unf,2,440,Typical,Typical,Paved,0,36,0,0,0,0,No_Pool,No_Fence,,0,5,2009,WD ,Normal,125000,-93.628119,42.052338
0527451320,Two_Story_PUD_1946_and_Newer,Residential_Medium_Density,21,1680,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Briardale,Norm,Norm,Twnhs,Two_Story,Average,Average,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,142,Typical,Typical,CBlock,Typical,Typical,No,Unf,0,Unf,0,630,630,GasA,Typical,Y,SBrkr,630,672,0,1302,0,0,2,1,3,1,Typical,6,Typ,0,No_Fireplace,Detchd,Unf,1,280,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,,0,5,2009,COD,Abnorml,112000,-93.627565,42.051683
0527451540,Two_Story_PUD_1946_and_Newer,Residential_Medium_Density,21,1680,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Briardale,Norm,Norm,Twnhs,Two_Story,Above_Average,Above_Average,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,425,Typical,Typical,CBlock,Typical,Typical,No,Rec,110,LwQ,294,79,483,GasA,Typical,Y,SBrkr,483,504,0,987,1,0,1,1,2,1,Typical,5,Typ,0,No_Fireplace,Detchd,Unf,1,288,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,,0,7,2009,WD ,Normal,97000,-93.629456,42.051661
0527451640,Two_Story_PUD_1946_and_Newer,Residential_Medium_Density,21,1680,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Briardale,Norm,Norm,Twnhs,Two_Story,Above_Average,Very_Good,1972,2007,Gable,CompShg,HdBoard,HdBoard,BrkFace,510,Typical,Typical,CBlock,Typical,Typical,No,ALQ,162,Unf,0,321,483,GasA,Good,Y,SBrkr,483,504,0,987,0,0,1,1,2,1,Good,5,Typ,0,No_Fireplace,Detchd,Unf,1,264,Typical,Typical,Paved,250,0,0,0,0,0,No_Pool,No_Fence,,0,5,2009,WD ,Normal,118000,-93.629851,42.051823
0527451650,Two_Story_PUD_1946_and_Newer,Residential_Medium_Density,21,1680,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Briardale,Norm,Norm,Twnhs,Two_Story,Average,Good,1972,1972,Gable,CompShg,CemntBd,CmentBd,BrkFace,268,Typical,Typical,CBlock,Typical,Typical,No,ALQ,231,Unf,0,399,630,GasA,Typical,Y,SBrkr,630,672,0,1302,0,0,2,1,3,1,Typical,6,Typ,0,No_Fireplace,Detchd,Unf,1,264,Typical,Typical,Paved,185,0,0,0,0,0,No_Pool,No_Fence,,0,2,2009,WD ,Normal,119500,-93.629881,42.051822
0527452060,One_Story_PUD_1946_and_Newer,Residential_Low_Density,0,4928,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Northpark_Villa,Norm,Norm,TwnhsE,One_Story,Above_Average,Above_Average,1976,1976,Gable,CompShg,Plywood,Plywood,,0,Typical,Typical,CBlock,Good,Typical,No,LwQ,958,Unf,0,0,958,GasA,Typical,Y,SBrkr,958,0,0,958,0,0,2,0,2,1,Typical,5,Typ,0,No_Fireplace,Attchd,RFn,2,440,Typical,Typical,Paved,0,60,0,0,0,0,No_Pool,No_Fence,,0,10,2009,WD ,Normal,143750,-93.627244,42.050615
0527453050,Two_Story_PUD_1946_and_Newer,Residential_Low_Density,24,2308,Pave,No_Alley_Access,Regular,Lvl,AllPub,FR2,Gtl,Northpark_Villa,Norm,Norm,TwnhsE,Two_Story,Above_Average,Average,1976,1976,Gable,CompShg,Plywood,Brk Cmn,,0,Typical,Typical,CBlock,Good,Typical,No,ALQ,306,Unf,0,498,804,GasA,Typical,Y,SBrkr,804,744,0,1548,0,0,2,1,3,1,Typical,7,Typ,1,Typical,Detchd,RFn,2,440,Typical,Typical,Paved,108,0,0,0,0,0,No_Pool,No_Fence,,0,9,2009,WD ,Normal,146000,-93.624729,42.050705
0527453060,Two_Story_PUD_1946_and_Newer,Residential_Low_Density,24,2280,Pave,No_Alley_Access,Regular,Lvl,AllPub,FR2,Gtl,Northpark_Villa,Norm,Norm,Twnhs,Two_Story,Above_Average,Above_Average,1976,1976,Gable,CompShg,Plywood,Brk Cmn,,0,Typical,Typical,CBlock,Good,Typical,No,ALQ,566,Unf,0,289,855,GasA,Typical,Y,SBrkr,855,601,0,1456,0,0,2,1,3,1,Typical,7,Typ,1,Typical,Attchd,Unf,2,440,Typical,Typical,Paved,87,0,0,0,0,0,No_Pool,No_Fence,,0,7,2009,WD ,Normal,148500,-93.624748,42.050705
0527453140,One_Story_PUD_1946_and_Newer,Residential_Low_Density,24,2280,Pave,No_Alley_Access,Regular,Lvl,AllPub,FR2,Gtl,Northpark_Villa,Norm,Norm,Twnhs,One_Story,Good,Average,1975,1975,Gable,CompShg,Plywood,Brk Cmn,,0,Typical,Typical,CBlock,Good,Typical,No,ALQ,435,LwQ,622,0,1057,GasA,Typical,Y,SBrkr,1055,0,0,1055,0,1,2,0,2,1,Typical,4,Typ,1,Fair,Attchd,RFn,2,440,Typical,Typical,Paved,0,27,0,0,0,0,No_Pool,No_Fence,,0,8,2009,WD ,Normal,123000,-93.625945,42.050682
0527454050,Two_Story_PUD_1946_and_Newer,Residential_Low_Density,24,2308,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northpark_Villa,Norm,Norm,TwnhsE,Two_Story,Above_Average,Average,1974,1974,Gable,CompShg,Plywood,Brk Cmn,,0,Typical,Typical,CBlock,Typical,Typical,No,ALQ,257,Rec,495,103,855,GasA,Typical,Y,SBrkr,855,467,0,1322,0,1,2,1,3,1,Typical,6,Typ,1,Fair,Attchd,Unf,2,440,Typical,Typical,Paved,260,0,0,0,0,0,No_Pool,No_Fence,,0,6,2009,WD ,Normal,147000,-93.625918,42.050533
0527454130,Two_Story_PUD_1946_and_Newer,Residential_Low_Density,24,2349,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northpark_Villa,Norm,Norm,Twnhs,Two_Story,Above_Average,Average,1977,1977,Gable,CompShg,Plywood,Brk Cmn,,0,Typical,Typical,CBlock,Good,Typical,No,ALQ,389,Unf,0,466,855,GasA,Typical,Y,SBrkr,855,601,0,1456,0,0,2,1,3,1,Typical,6,Typ,1,Typical,Attchd,Unf,2,440,Typical,Typical,Paved,0,28,0,0,0,0,No_Pool,No_Fence,,0,5,2009,WD ,Normal,137900,-93.625846,42.050213
0527455050,Two_Story_PUD_1946_and_Newer,Residential_Low_Density,24,2364,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northpark_Villa,Norm,Norm,TwnhsE,Two_Story,Above_Average,Average,1978,1978,Gable,CompShg,Plywood,Brk Cmn,,0,Typical,Typical,CBlock,Good,Typical,No,ALQ,320,Unf,0,484,804,GasA,Typical,Y,SBrkr,804,744,0,1548,0,1,2,1,3,1,Typical,7,Typ,1,Typical,Detchd,Unf,2,440,Typical,Typical,Paved,108,0,0,0,0,0,No_Pool,No_Fence,,0,7,2009,WD ,Normal,147000,-93.625688,42.05009
0527455060,Two_Story_PUD_1946_and_Newer,Residential_Low_Density,24,2289,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northpark_Villa,Norm,Norm,Twnhs,Two_Story,Above_Average,Above_Average,1978,1978,Gable,CompShg,Plywood,Brk Cmn,,0,Typical,Typical,CBlock,Typical,Typical,No,ALQ,311,Unf,0,544,855,GasA,Typical,Y,SBrkr,855,586,0,1441,0,0,2,1,3,1,Typical,7,Typ,1,Typical,Attchd,Unf,2,440,Typical,Typical,Paved,28,0,0,0,0,0,No_Pool,No_Fence,,0,4,2009,WD ,Normal,148500,-93.62569,42.050134
0527455080,Two_Story_PUD_1946_and_Newer,Residential_Low_Density,24,2364,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northpark_Villa,Norm,Norm,TwnhsE,Two_Story,Above_Average,Average,1978,1978,Gable,CompShg,Plywood,Brk Cmn,,0,Good,Typical,CBlock,Good,Typical,No,ALQ,279,Unf,0,576,855,GasA,Typical,Y,SBrkr,855,601,0,1456,0,0,2,1,3,1,Typical,6,Typ,1,Typical,Attchd,Fin,2,440,Typical,Typical,Paved,147,0,0,0,0,0,No_Pool,No_Fence,,0,4,2009,WD ,Normal,138000,-93.625696,42.050222
0527455090,One_Story_PUD_1946_and_Newer,Residential_Low_Density,24,2104,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northpark_Villa,Norm,Norm,TwnhsE,One_Story,Good,Above_Average,1976,1976,Gable,CompShg,Plywood,Brk Cmn,,0,Typical,Typical,CBlock,Typical,Typical,No,ALQ,536,Unf,0,300,836,GasA,Typical,Y,SBrkr,836,0,0,836,0,1,1,0,2,1,Typical,5,Typ,0,No_Fireplace,Attchd,Unf,1,345,Typical,Typical,Paved,150,20,0,0,0,0,No_Pool,No_Fence,,0,10,2009,WD ,Normal,128500,-93.625707,42.050397
0527455240,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,65,7150,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Average,Average,1967,1967,Gable,CompShg,HdBoard,HdBoard,BrkFace,60,Typical,Typical,CBlock,Typical,Typical,No,BLQ,432,Unf,0,460,892,GasA,Typical,Y,SBrkr,892,0,0,892,0,0,1,0,3,1,Typical,5,Typ,0,No_Fireplace,Attchd,RFn,1,288,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,Good_Wood,,0,7,2009,WD ,Normal,100000,-93.6256036,42.0488934
0527455280,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,10710,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Average,Good,1966,2004,Hip,CompShg,HdBoard,HdBoard,BrkFace,165,Good,Typical,PConc,Typical,Typical,No,BLQ,644,Unf,0,220,864,GasA,Excellent,Y,SBrkr,1120,0,0,1120,0,1,1,0,3,1,Typical,5,Typ,1,Typical,Attchd,RFn,2,656,Typical,Typical,Paved,0,162,0,0,0,0,No_Pool,No_Fence,Shed,1200,7,2009,WD ,Normal,148800,-93.626521,42.048486
0528102040,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,96,12456,Pave,No_Alley_Access,Regular,Lvl,AllPub,FR2,Gtl,Northridge_Heights,Norm,Norm,OneFam,One_Story,Very_Excellent,Average,2006,2007,Hip,CompShg,CemntBd,CmentBd,Stone,230,Excellent,Typical,PConc,Excellent,Typical,Gd,GLQ,1172,Unf,0,528,1700,GasA,Excellent,Y,SBrkr,1718,0,0,1718,1,0,2,0,3,1,Excellent,7,Typ,1,Good,Attchd,Fin,3,786,Typical,Typical,Paved,216,48,0,0,0,0,No_Pool,No_Fence,,0,7,2009,WD ,Normal,337500,-93.658877,42.0623099
0528102140,Two_Story_1946_and_Newer,Residential_Low_Density,110,14257,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northridge_Heights,PosN,Norm,OneFam,Two_Story,Excellent,Average,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,726,Excellent,Typical,PConc,Excellent,Typical,No,GLQ,1360,Unf,0,416,1776,GasA,Excellent,Y,SBrkr,1794,978,0,2772,1,0,3,1,4,1,Excellent,10,Typ,3,Good,BuiltIn,Fin,3,754,Typical,Typical,Paved,135,64,0,0,0,0,No_Pool,No_Fence,,0,6,2009,WD ,Normal,462000,-93.6562749,42.063304
0528104070,Two_Story_1946_and_Newer,Residential_Low_Density,104,13518,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northridge_Heights,Norm,Norm,OneFam,Two_Story,Excellent,Average,2008,2009,Hip,CompShg,VinylSd,VinylSd,Stone,860,Excellent,Typical,PConc,Excellent,Typical,No,Unf,0,Unf,0,1926,1926,GasA,Excellent,Y,SBrkr,1966,1174,0,3140,0,0,3,1,4,1,Excellent,11,Typ,2,Good,BuiltIn,Fin,3,820,Typical,Typical,Paved,144,78,0,0,0,0,No_Pool,No_Fence,,0,7,2009,New,Partial,485000,-93.652716,42.063025
0528106020,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,105,15431,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northridge_Heights,Norm,Norm,OneFam,One_Story,Very_Excellent,Average,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,200,Excellent,Typical,PConc,Excellent,Typical,Gd,GLQ,1767,ALQ,539,788,3094,GasA,Excellent,Y,SBrkr,2402,0,0,2402,1,0,2,0,2,1,Excellent,10,Typ,2,Good,Attchd,Fin,3,672,Typical,Typical,Paved,0,72,0,0,170,0,No_Pool,No_Fence,,0,4,2009,WD ,Normal,555000,-93.657828,42.061902
0528106070,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,108,13173,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,Gtl,Northridge_Heights,Norm,Norm,OneFam,One_Story,Excellent,Average,2006,2007,Hip,CompShg,VinylSd,VinylSd,Stone,300,Good,Typical,PConc,Excellent,Typical,No,GLQ,1572,Unf,0,80,1652,GasA,Excellent,Y,SBrkr,1652,0,0,1652,1,0,2,0,2,1,Excellent,6,Typ,2,Excellent,Attchd,Fin,2,840,Typical,Typical,Paved,404,102,0,0,0,0,No_Pool,No_Fence,,0,11,2009,WD ,Normal,325000,-93.657483,42.06128
0528108010,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,110,14230,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,Northridge_Heights,Norm,Norm,OneFam,One_Story,Very_Good,Average,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,640,Good,Typical,PConc,Good,Typical,No,Unf,0,Unf,0,1566,1566,GasA,Excellent,Y,SBrkr,1600,0,0,1600,0,0,2,0,3,1,Good,7,Typ,1,Good,Attchd,RFn,3,890,Typical,Typical,Paved,0,56,0,0,0,0,No_Pool,No_Fence,,0,7,2009,WD ,Normal,256300,-93.654241,42.062991
0528108020,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,98,12704,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northridge_Heights,Norm,Norm,OneFam,One_Story,Very_Good,Average,2008,2009,Hip,CompShg,VinylSd,VinylSd,BrkFace,306,Excellent,Typical,PConc,Excellent,Typical,No,Unf,0,Unf,0,2042,2042,GasA,Excellent,Y,SBrkr,2042,0,0,2042,0,0,2,1,3,1,Excellent,8,Typ,1,Good,Attchd,RFn,3,1390,Typical,Typical,Paved,0,90,0,0,0,0,No_Pool,No_Fence,,0,8,2009,New,Partial,253293,-93.654144,42.062992
0528108040,Two_Story_1946_and_Newer,Residential_Low_Density,95,12350,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northridge_Heights,Norm,Norm,OneFam,Two_Story,Excellent,Average,2009,2009,Gable,CompShg,VinylSd,VinylSd,,0,Good,Typical,PConc,Excellent,Typical,No,GLQ,986,Unf,0,379,1365,GasA,Excellent,Y,SBrkr,1365,1325,0,2690,1,0,2,1,3,1,Excellent,8,Typ,1,Good,Attchd,RFn,3,864,Typical,Typical,Paved,0,197,0,0,0,0,No_Pool,No_Fence,,0,7,2009,New,Partial,398800,-93.653955,42.062994
